nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002651	Gary Rosen	\N	\N	producer,writer,director	tt3663490,tt11266702,tt0119244,tt0110443
nm0002652	Gary Rosen	\N	\N		tt0358197,tt0268808
nm0002653	Joe Johnston	1950	\N	director,visual_effects,producer	tt0082971,tt0458339,tt0132477,tt0102803
nm0002654	Bill Schwarz	\N	\N	camera_department,cinematographer,producer	tt0104735,tt0087472,tt0259497,tt0124555
nm0002655	Tracy Granger	1956	\N	editor,editorial_department,music_department	tt0171804,tt2395417,tt6601502,tt0104321
nm0002656	Benedikt Brydern	\N	\N	composer,music_department,actor	tt1082599,tt5180504,tt0137494,tt2078718
nm0002657	Gary Ross	1956	\N	writer,producer,director	tt0329575,tt1392170,tt0120789,tt0094737
nm0002658	Michael Gibbs	1937	\N	composer,music_department,soundtrack	tt0104684,tt0094512,tt0093164,tt0067375
nm0002659	Les Weldon	\N	\N	producer,writer,actor	tt1206885,tt1959563,tt6189022,tt1320253
nm0002660	Paddy Eason	1966	\N	visual_effects,special_effects,assistant_director	tt4649466,tt0304141,tt1010048,tt0319061
nm0002661	Chris Angel	1972	\N	editor,editorial_department,writer	tt8890020,tt0915473,tt7251532,tt0209160
nm0002662	Orestes Matacena	1941	\N	actor,writer,producer	tt2076974,tt0120891,tt0110475,tt0096213
nm0002663	Diane Ladd	1935	\N	actress,soundtrack,director	tt0100935,tt0071115,tt2446980,tt0071315
nm0002664	David Diliberto	1970	\N	producer,editorial_department,visual_effects	tt7137380,tt0116282,tt0190590,tt0477348
nm0002665	Benjamin Parmentier	\N	\N	writer,miscellaneous	tt3743444,tt0191565
nm0002666	Nancy Klopper	\N	\N	casting_director,casting_department,executive	tt0120667,tt0350258,tt0118971,tt0151804
nm0002667	George Buck	\N	\N	actor	tt0094812,tt0086969,tt0092563,tt0098282
nm0002668	George 'Buck' Flower	1937	2004	actor,writer,producer	tt0088763,tt0088172,tt0114852,tt0096256
nm0002669	Lori L. Eschler	\N	\N	music_department,composer,editorial_department	tt0098936,tt0159273,tt0133093,tt0120623
nm0002670	Trevor Black	\N	\N	actor,producer	tt0452046,tt0118178,tt3725034,tt7909970
nm0002671	Trevor Black	\N	\N	actor	tt0462485,tt0112759
nm0002672	Joseph Conlan	\N	\N	composer,music_department,soundtrack	tt14949302,tt1208647,tt0364845,tt1659216
nm0002673	David Shaw	\N	\N	casting_director,casting_department,miscellaneous	tt0478942,tt0107207,tt2299141,tt2480514
nm0002674	C. Davis Smith	1930	2017	cinematographer,editor,camera_department	tt0128767,tt0131270,tt0210494,tt0212155
nm0002675	Robert Kuhn	\N	\N	writer	tt0130121,tt0112757,tt0102032,tt0120209
nm0002676	Robert Kuhn	\N	\N	actor	tt0091834,tt0082367,tt0334542
nm0002677	Nathalie Alonso Casale	1970	\N	editor,director,actress	tt0210838,tt0234188,tt0416446,tt0161800
nm0002678	Lincoln Stalmaster	1966	\N	miscellaneous,producer,actor	tt0474865,tt0094582,tt3584354,tt10955928
nm0002679	Lynn Stalmaster	1927	2021	casting_director,casting_department,actor	tt0078346,tt0185183,tt0044072,tt0083944
nm0002680	Jessica Gallant	1967	\N	cinematographer,camera_department,editor	tt10382816,tt7575886,tt2270372,tt0404505
nm0002681	Jim Denault	1960	\N	cinematographer,camera_department,sound_department	tt3791216,tt0247199,tt0171804,tt4236770
nm0002682	Richard Anselmo	1954	\N	actor,director,writer	tt0212795,tt0228309,tt0125643
nm0002683	Christopher Kendra	1970	\N	actor	tt0246890,tt0212815,tt0213763,tt0220360
nm0002684	Michael Galbraith	\N	\N	camera_department,cinematographer	tt13205670,tt5322012,tt7315484,tt11891246
nm0002685	Roger Neill	1963	\N	composer,music_department,soundtrack	tt0420223,tt0844286,tt4385888,tt0362153
nm0002686	Michael Stone	1949	2005	camera_department,cinematographer	tt0107206,tt0098273,tt0080661,tt0368891
nm0002687	Janet Zdyb	1975	\N	assistant_director,miscellaneous	tt0292506,tt0290095,tt0251160,tt0186151
nm0002688	Mitch Davis	1971	\N	producer,director,miscellaneous	tt21306248,tt0166370,tt0434054,tt0212919
nm0002689	Dana MacDuff	1955	\N	art_department,producer,assistant_director	tt10187110,tt0936501,tt1650426,tt1397280
nm0002690	Danica DeCosto	1976	\N	actress,director,producer	tt0306998,tt0313708,tt0375962,tt0201050
nm0002691	Yoram Astrakhan	\N	\N	cinematographer,director,camera_department	tt0365653,tt0126886,tt3758150,tt5987842
nm0002692	Joshua Tunick	1977	\N	director,producer,editor	tt0404248,tt4723724,tt0213223,tt0929771
nm0002693	Sharon 'Mae' West	1953	2006	script_department,miscellaneous,set_decorator	tt0306685,tt0268695,tt0327850,tt0329774
nm0002694	Leland L. Jones	1963	\N	actor	tt1276434,tt0163676,tt4463894,tt0249478
nm0002695	Amit Khanna	1951	\N	producer,soundtrack,music_department	tt0154788,tt0213239,tt0232626,tt0357533
nm0002696	Cort Hessler	1969	\N	stunts,assistant_director,miscellaneous	tt2741602,tt0480249,tt0452623,tt0197182
nm0002697	Mark Giambruno	\N	\N	actor,art_department,writer	tt0770762,tt0157493,tt0356878,tt0157501
nm0002698	Carl James	\N	\N	director,actor,writer	tt0311443,tt0218545,tt0169346
nm0002699	Xavier Koller	1944	\N	director,writer,actor	tt1954412,tt0100470,tt0186202,tt0143860
nm0002700	Malcolm D. Lee	1970	\N	director,producer,writer	tt0279493,tt2083355,tt0168501,tt3564472
nm0002701	Paulette Rubinstein	1923	\N	miscellaneous,actress,writer	tt0138101,tt0108550,tt0219756,tt0061299
nm0002702	Giancarlo Zagni	1926	2013	writer,director,assistant_director	tt0055787,tt0204675,tt0409665,tt0057615
nm0002703	Roger Heman Sr.	1898	1969	sound_department,assistant_director,miscellaneous	tt0042192,tt0045810,tt0037017,tt0032551
nm0002704	Bill D'Elia	\N	\N	producer,writer,director	tt11238096,tt3205802,tt0118254,tt0402711
nm0002705	Elfriede Gaeng	1944	\N	writer,director,soundtrack	tt0184710,tt0211169,tt0094766,tt0227386
nm0002706	David L. Bertman	\N	\N	editor,editorial_department,director	tt1758830,tt0238784,tt5555260,tt12851524
nm0002707	Michael Borthwick	\N	\N	art_department,art_director,production_designer	tt0103250,tt0159752,tt0114649,tt0101264
nm0002708	Todd Busch	1966	\N	editorial_department,visual_effects,editor	tt0121765,tt2820852,tt2250912,tt0437086
nm0002709	Richard Clabaugh	1960	\N	camera_department,producer,cinematographer	tt0119891,tt1043844,tt0209264,tt0114194
nm0002710	Jeremy C. Colfer	1975	\N	production_manager,producer,writer	tt2353929,tt3391950,tt8380622,tt0162838
nm0002711	Michael Doherty	\N	\N	editor,producer,production_manager	tt0848557,tt1134854,tt2243973,tt0418819
nm0002712	Bas Dumoulin	1972	\N	editor,director,writer	tt0233578,tt0187739,tt0215697,tt0126906
nm0002713	Alan Farquharson	\N	\N	production_designer,art_department	tt0169083,tt0905642,tt0198668,tt0862601
nm0002714	Christopher Fink	\N	\N	miscellaneous,director,writer	tt0212360,tt0250133,tt17042812,tt1988654
nm0002715	Arthur K. Flam	1969	\N	writer,miscellaneous,director	tt0226994,tt1199550,tt0188757,tt0454224
nm0002716	Charles Gibson	\N	\N	visual_effects,assistant_director,director	tt0449088,tt0383574,tt0325980,tt0438488
nm0002717	Robert C. Jones	1936	2021	editor,writer,editorial_department	tt0077362,tt0057193,tt0061735,tt0066011
nm0002718	Brian Koppelman	1966	\N	writer,producer,director	tt0313542,tt2364841,tt0465538,tt4270492
nm0002719	Vincent Lascoumes	1959	\N	assistant_director,actor	tt1840309,tt3501632,tt0177789,tt1634106
nm0002720	Andrew Lowes	1975	\N	director,writer,sound_department	tt0208678,tt0262544,tt0309510,tt0213537
nm0002721	Kieron Phipps	1955	\N	assistant_director,production_manager,actor	tt0112573,tt0203119,tt9731386,tt0404030
nm0002722	Barry Potter	1978	\N	director,writer,editor	tt2956992,tt0212908,tt0413324,tt0399282
nm0002723	Renny Rye	1947	\N	producer,director,miscellaneous	tt0205641,tt0086675,tt0094525,tt0107423
nm0002724	Herbert Wright	1947	2005	producer,miscellaneous,writer	tt0083198,tt0106144,tt0092455,tt0094578
nm0002725	Eric Yellin	1966	2022	assistant_director,miscellaneous,actor	tt0489099,tt0411951,tt12611178,tt0790724
nm0002726	Roger Young	1942	\N	director,producer,writer	tt3068894,tt0384766,tt0113483,tt0199232
nm0002727	Ludwig van Beethoven	1770	1827	soundtrack,music_department,composer	tt0238380,tt1535108,tt3464902,tt1386703
nm0002728	Juan José Campanella	1959	\N	writer,director,actor	tt0210843,tt1305806,tt8453986,tt1994702
nm0002729	Matthew J. Clark	\N	2020	assistant_director,location_management,editor	tt0119215,tt1277737,tt2017109,tt0089686
nm0002730	Fiona Winning	\N	\N	assistant_director,production_manager,location_management	tt0376994,tt0290334,tt0831387,tt0338337
nm0002731	Kenna Doeringer	\N	\N	sound_department,editor,editorial_department	tt0352248,tt0117765,tt0120679,tt0368008
nm0002732	Taz Goldstein	\N	\N	miscellaneous,producer,writer	tt0210633,tt4740684,tt2014351,tt1977038
nm0002733	Marc Grossman	\N	\N	editor,editorial_department,camera_department	tt5453522,tt0100934,tt0398571,tt0110392
nm0002734	Catherine Ircha	\N	\N	art_director,art_department	tt1234721,tt1535108,tt1190080,tt1325004
nm0002735	Robert J. Lyons	\N	\N	producer,cinematographer,director	tt2158640,tt5599520,tt6087056,tt3130286
nm0002736	D.A. Metrov	\N	\N	writer,producer,director	tt2434766,tt1991186,tt0079082,tt0091981
nm0002737	Tomaz Sarc	1967	\N	actor,director	tt0064091,tt0210463
nm0002738	Cliff Lanning	1965	\N	assistant_director,producer,miscellaneous	tt1860357,tt0372784,tt0373889,tt4630562
nm0002739	Daniel Geller	\N	\N	producer,director,cinematographer	tt0109851,tt0107314,tt0436095,tt2960450
nm0002740	Ben Eberhard	1975	\N	actor,producer	tt0112111,tt0115317,tt0411037,tt0207826
nm0002741	Oliver Block	1977	\N	actor	tt0094737,tt0099077,tt0093818
nm0002742	Marc Meisels	1965	\N	art_department,special_effects,miscellaneous	tt0316654,tt0119177,tt7737528,tt1615065
nm0002743	Daniel McVicar	1958	\N	actor,producer,director	tt0849423,tt0092325,tt0111093,tt0088587
nm0002744	Chris Baugh	\N	\N	location_management,production_manager,director	tt1024648,tt0808151,tt6450804,tt2080374
nm0002745	Rolf Coulanges	1945	\N	cinematographer,director,editor	tt0181159,tt0180794,tt0180969,tt0180957
nm0002746	Terra Abroms	\N	\N	production_manager,editorial_department,producer	tt0132347,tt0430105,tt1600195,tt0264395
nm0002747	Mark Sanger	1974	\N	editor,editorial_department,visual_effects	tt8041270,tt1454468,tt3371366,tt4651466
nm0002748	Lisa L. Pollaro	\N	\N	visual_effects	tt0118571,tt0120844,tt0185183,tt0216216
nm0002749	Michael Nankin	1955	\N	producer,director,writer	tt14586544,tt11525188,tt0407362,tt3673480
nm0002750	Robert Cousins	\N	\N	production_designer,writer,miscellaneous	tt0462023,tt0137180,tt1111876,tt0424880
nm0002751	Francisco Rojo Villada	1958	\N	production_manager,transportation_department,actor	tt2515034,tt0758774,tt0440963,tt0947810
nm0002752	Tim Clague	1973	\N	camera_department,director,writer	tt8344316,tt9047024,tt1536519,tt3800520
nm0002753	Elvira Bolz	\N	\N	producer,production_manager,writer	tt0118646,tt0907694,tt0432432,tt0096367
nm0002754	Steven Tyler Sahlein	\N	\N	production_manager,producer,miscellaneous	tt0109361,tt6833470,tt5420210,tt2327601
nm0002755	Nellie Adami	\N	\N	miscellaneous,assistant_director	tt0118928,tt0378109,tt0115759,tt0479884
nm0002756	Cal Johnson	\N	\N	stunts,actor,assistant_director	tt5095030,tt7638348,tt3890160,tt4073790
nm0002757	Kami Turrou	1967	\N	miscellaneous	tt0105986,tt0103074,tt0102005,tt0110687
nm0002758	Jean-Claude Schlim	1963	\N	producer,production_manager,location_management	tt0405022,tt0379889,tt0189998,tt0144964
nm0002759	Ernesto Gastaldi	1934	\N	writer,director,assistant_director	tt0062806,tt0070215,tt0061906,tt0082827
nm0002760	Derek Bruyere	\N	\N	camera_department,miscellaneous	tt0119215,tt0120812,tt0146984,tt0120891
nm0002761	Tov Belling	\N	\N	camera_department,assistant_director,miscellaneous	tt0121766,tt0117786,tt0325710,tt0458525
nm0002762	Travis Baumann	1972	\N	visual_effects	tt0190332,tt5108870,tt0181689,tt1517260
nm0002763	James S. Fowler	1971	\N	assistant_director,director,cinematographer	tt0207569,tt0262985,tt0207347,tt0213849
nm0002764	Tina Pehme	\N	\N	producer,miscellaneous,production_manager	tt1014774,tt0213985,tt6054710,tt5734214
nm0002765	Alan Williams	\N	\N	composer,music_department,soundtrack	tt0182914,tt1894561,tt0288593,tt0140803
nm0002766	Larry Lalonde	\N	\N	producer,writer,miscellaneous	tt0118359,tt0159797,tt0224902,tt1091909
nm0002767	Larry Lalonde	\N	\N	music_department,soundtrack,actor	tt0339851,tt0101452,tt1007028,tt1701990
nm0002768	Blanche Friderici	1878	1933	actress,soundtrack	tt0019344,tt0025316,tt0024539,tt0022879
nm0002769	Romy Schneider	1938	1982	actress,soundtrack	tt0081182,tt0073155,tt0048624,tt0049762
nm0002770	John Hughes	1882	1954	art_director,miscellaneous,art_department	tt0034167,tt0040897,tt0036582,tt0044121
nm0002771	Edward J. Montagne	1885	1932	writer,script_department,miscellaneous	tt0006257,tt0008730,tt0166997,tt0018457
nm0002772	Jay Jennings	1965	\N	producer,director,writer	tt0851215,tt0213061,tt0914842,tt1861344
nm0002773	Norma Maldonado	1962	\N	actress	tt3566726,tt2262532,tt0903747,tt6470478
nm0002774	Ken Lauber	\N	\N	music_department,composer,soundtrack	tt0060347,tt0064947,tt0080116,tt1450321
nm0002775	Brendan Kailer Lieb	1967	\N	actor	tt0119672,tt0195108,tt0114910
nm0002776	Johnny Hallyday	1943	2017	soundtrack,actor,composer	tt3488710,tt0301414,tt0838232,tt3922798
nm0002777	Larry Mendte	1957	\N	actor,director,producer	tt1475226,tt2102736,tt0167515,tt0119942
nm0002779	Jennifer O'Neil	\N	\N	miscellaneous,casting_department	tt0106069,tt0115710,tt0131325,tt0202752
nm0002780	Jennifer O'Neil	\N	\N	miscellaneous	tt0112160,tt0119318
nm0002781	Jessica Wilson	\N	\N	script_department,miscellaneous,assistant_director	tt0118730,tt0120875,tt0120878,tt0254320
nm0002782	Jessica Wilson	1974	\N	actress	tt0107413
nm0002783	Alain Olivieri	1960	\N	assistant_director,production_manager,miscellaneous	tt1602620,tt0387898,tt0091288,tt0290594
nm0002784	Frank Simeone	\N	\N	production_manager,producer,assistant_director	tt0096332,tt0329774,tt0078788,tt0364961
nm0002785	Henri Aubertin	\N	\N	costume_department,costume_designer	tt0300556,tt1877832,tt2334879,tt3385516
nm0002786	Mia Korf	\N	\N	actress	tt0368479,tt0062595,tt0892535,tt0112022
nm0002787	Steve Cohen	1964	2012	writer,producer	tt0120596,tt0433309,tt0282695
nm0002788	Matthew M. Meyer	\N	\N	sound_department,music_department,miscellaneous	tt1244588,tt0174543,tt0210000,tt0151022
nm0002789	Matt Mayer	\N	\N	editor,editorial_department,visual_effects	tt0412019,tt3532216,tt0327162,tt0414993
nm0002790	Mark Hager	\N	\N	miscellaneous,actor,producer	tt0113972,tt0234215,tt0286716,tt0330793
nm0002791	Craig Dabrowski	1974	\N	editorial_department,producer,actor	tt0393567,tt1362264,tt0413573,tt0155197
nm0002792	Doug Hobart	1927	\N	actor,make_up_department,special_effects	tt0063554,tt0062481,tt0071654,tt0065727
nm0002793	Antony Thomas	1940	\N	director,writer,producer	tt0284696,tt0096154,tt0388574,tt0277667
nm0002794	Archie Hankins	1962	\N	art_department,miscellaneous	tt0115956,tt0110443,tt0378194,tt0266697
nm0002795	Karen Rea	\N	\N	casting_department,casting_director	tt0104231,tt0088011,tt0087332,tt0120901
nm0002796	Ofer Inov	\N	\N	cinematographer,camera_department,director	tt0268696,tt3757218,tt0374036,tt0758732
nm0002797	Ricardo Franco	1949	1998	director,writer,actor	tt0073518,tt0094729,tt0118788,tt0176912
nm0002798	R. Scott Loughran	1964	\N	art_department,assistant_director,miscellaneous	tt0212815,tt0183280,tt0273982,tt0281398
nm0002799	Laurie Murdoch	1958	\N	actor	tt5639976,tt0106179,tt1442065,tt1895587
nm0002800	Scott Levy	1971	\N	actor,producer,sound_department	tt0119567,tt0120338,tt0401462,tt1323595
nm0002801	Ashley Edner	1990	\N	actress,miscellaneous	tt2660888,tt0411007,tt0315983,tt0299591
nm0002802	Nicolas Lartigue	\N	\N	camera_department,actor,writer	tt0492498,tt0473753,tt0118685,tt0344854
nm0002803	Michael Klastorin	1957	\N	miscellaneous,actor,writer	tt0099088,tt0253754,tt0117318,tt0102070
nm0002804	Joyce Marie Brusasco	\N	\N	producer,assistant_director	tt0127024,tt0168035,tt0214604,tt0218678
nm0002805	Mark DeSousa	\N	\N	visual_effects,producer	tt1825683,tt7605074,tt0120461,tt0120844
nm0002806	Bart Schroeven	1975	\N	producer	tt0444425
nm0002807	Ogi Ogas	\N	\N	director,writer,editor	tt0214631,tt0211180,tt0485072,tt0214610
nm0002808	Andrea Maxwell	\N	\N	visual_effects,editor,director	tt9376612,tt1825683,tt6320628,tt3480822
nm0002809	Brian Capener	\N	\N	cinematographer,writer,sound_department	tt0120321,tt0452829,tt0107183,tt0118205
nm0002810	Bobby Edner	1988	\N	actor,miscellaneous,soundtrack	tt0338459,tt0388944,tt0313911,tt0227538
nm0002811	Jeremy Knaster	\N	\N	camera_department,actor,art_department	tt0268695,tt0133952,tt0368008,tt0115956
nm0002812	Rick Nathanson	\N	\N	producer,production_manager,miscellaneous	tt2652118,tt0106770,tt0105156,tt0425637
nm0002813	Amanda White	\N	\N	producer,miscellaneous,executive	tt0184858,tt0119217,tt0206314,tt1356864
nm0002814	Christopher Leone	1971	\N	director,writer,visual_effects	tt3479316,tt0830361
nm0002815	Pedro Lazaga	1918	1979	director,writer,assistant_director	tt0043789,tt0047335,tt0061470,tt0059611
nm0002816	Miguel Ligero	1890	1968	actor,writer	tt0029897,tt0057641,tt0025942,tt0047206
nm0002817	Soledad Miranda	1943	1970	actress	tt0066380,tt0067846,tt0218181,tt0055577
nm0002818	Kristoffer Sjöström	\N	\N	art_department,production_designer	tt0203166,tt0837106,tt1440728,tt6304046
nm0002819	Jeffrey R. Gund	\N	\N	casting_department,music_department,sound_department	tt1694423,tt0215934,tt4843648,tt0081857
nm0002820	Thomas Carnegie	\N	\N	art_department,production_designer,art_director	tt0337539,tt0299658,tt0120903,tt0251160
nm0002821	R. Orlando Duenas	1960	\N	editorial_department,editor,visual_effects	tt0458290,tt11084896,tt0118884,tt0338348
nm0002822	Mark Hosack	1975	\N	producer,writer,editor	tt8964206,tt0493165,tt0343818,tt0230540
nm0002823	J.P. Luijsterburg	1967	\N	editor,composer,editorial_department	tt0118588,tt0117142,tt1846526,tt4337194
nm0002824	Molly Mikula	\N	\N	art_department,art_director	tt1853728,tt0421715,tt0453467,tt1133985
nm0002825	Robert Morris	\N	\N	production_designer	tt0146516,tt0185400,tt0119330,tt0222375
nm0002826	Sally Plum	\N	\N	costume_designer,costume_department	tt0368249,tt0111902,tt0187623,tt0401995
nm0002827	Michael Reynolds	\N	\N	editorial_department	tt0265086,tt0172495,tt0112715,tt0117765
nm0002828	Mark Sanders	\N	\N	editor,editorial_department,sound_department	tt1217560,tt1206304,tt1617110,tt0377713
nm0002829	Chris Seagers	\N	\N	production_designer,art_director,art_department	tt0120815,tt0453467,tt2209764,tt6654210
nm0002830	Ricardo Spinacé	\N	\N	production_designer,art_department,art_director	tt0139414,tt0190374,tt0429493,tt0216216
nm0002831	John 'J.T.' Tully	1967	\N	actor,camera_department,miscellaneous	tt0445922,tt0319960,tt0119352,tt0118073
nm0002832	Alejandro Valadez	\N	\N	composer,director,writer	tt0122419,tt0214127,tt0134172
nm0002833	David Webb	\N	\N	assistant_director,producer,actor	tt1024648,tt7286456,tt1462764,tt1302006
nm0002834	Brandon L. Wilson	1972	\N	producer,editor,director	tt0312113,tt0398571,tt0914829,tt4063096
nm0002835	Adam Bernstein	1960	\N	director,producer,writer	tt2802850,tt0903747,tt0127288,tt0496424
